ticker,check,statistic,observed,lower,upper,inside
AFL,prior,q01_pct,-2.65763983130455,-9.347358394033476,-0.45114083776124775,True
AFL,prior,q99_pct,2.364758290350437,0.48219812078311164,9.325640916818948,True
AFL,prior,max_drawdown_pct,-10.12469884659436,-70.82048943965566,-1.2993932549424958,True
AFL,posterior,mean_pct,0.052779690454940464,-0.18237149598570082,0.25765821546822276,True
AFL,posterior,volatility_pct,1.0774840490041826,0.914526926510132,1.4696046431922904,True
AFL,posterior,q01_pct,-2.65763983130455,-4.532926930811498,-1.932467232295962,True
AFL,posterior,q99_pct,2.364758290350437,1.8258549913484927,4.255460437543718,True
AFL,posterior,max_drawdown_pct,-10.12469884659436,-42.81111731619804,-5.739854731181768,True
AIG,prior,mean_pct,-0.005986486996789608,-0.4201175714783537,0.45522948229509874,True
AIG,prior,volatility_pct,1.5165781869585548,0.2123767568645578,3.757111558008844,True
AIG,prior,q01_pct,-4.091925583779811,-9.347358394033476,-0.45114083776124775,True
AIG,prior,q99_pct,4.074710309505452,0.48219812078311164,9.325640916818948,True
AIG,prior,max_drawdown_pct,-16.976556889359617,-70.82048943965566,-1.2993932549424958,True
AIG,posterior,mean_pct,-0.005986486996789608,-0.3273466514095222,0.36268692363958593,True
AIG,posterior,volatility_pct,1.5165781869585548,1.209539379432128,3.5342266567008798,True
AIG,posterior,q01_pct,-4.091925583779811,-8.061247026528799,-2.60875566049853,True
AIG,posterior,q99_pct,4.074710309505452,2.6480735142520606,8.5368402200533,True
AIG,posterior,max_drawdown_pct,-16.976556889359617,-66.23089123792606,-9.086478201973796,True
AIZ,prior,mean_pct,0.121384394176971,-0.4201175714783537,0.45522948229509874,True
